CustomerID,Gender,Age,Annual Income (BDT),Spending Score (1-100),KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,GMM_Cluster
1342,Female,25,1256025,74,0,2,0,0
1343,Male,32,677783,58,4,4,0,4
1344,Male,27,1339836,85,0,2,0,0
1345,Male,34,925816,68,4,4,0,4
1346,Female,63,672001,17,3,3,0,3
1347,Male,52,861713,10,3,3,0,3
1348,Male,47,590340,30,1,0,0,1
1349,Male,35,844920,62,4,4,0,4
1350,Female,31,777425,74,4,4,0,4
1351,Female,23,1305885,85,0,2,0,0
1352,Female,59,834570,16,3,3,0,3
1353,Male,39,458895,34,1,0,0,1
1354,Male,34,892541,77,4,4,0,4
1355,Female,52,647879,24,3,3,0,3
1356,Female,51,1498159,42,2,1,0,2
1357,Male,58,727934,18,3,3,0,3
1358,Male,28,553240,65,4,4,0,4
1359,Female,37,437193,41,1,0,0,1
1360,Male,25,1214968,82,0,2,0,0
1361,Female,38,1174321,86,0,2,-1,0
1362,Female,37,1392371,25,2,1,0,2
1363,Male,51,1460839,28,2,1,0,2
1364,Female,31,729426,76,4,4,0,4
1365,Male,38,522452,42,1,0,0,1
1366,Male,59,987829,18,3,3,0,3
1367,Male,50,1190642,32,2,1,0,2
1368,Female,60,936731,38,3,3,0,3
1369,Male,48,1500000,29,2,1,0,2
1370,Male,50,582401,30,1,0,0,1
1371,Male,27,1256777,78,0,2,0,0
1372,Male,51,512570,42,1,0,0,1
1373,Female,47,1484248,43,2,1,0,2
1374,Female,36,563695,63,4,0,0,1
1375,Female,25,1453470,89,0,2,0,0
1376,Female,61,1016366,25,3,3,0,3
1377,Female,22,766985,80,4,4,0,4
1378,Male,23,1232240,89,0,2,0,0
1379,Male,57,901225,24,3,3,0,3
1380,Female,56,1347194,38,2,1,0,2
1381,Male,49,1442776,34,2,1,0,2
1382,Female,48,1483996,44,2,1,0,2
1383,Male,32,1259032,96,0,2,0,0
1384,Male,58,866911,33,3,3,0,3
1385,Female,39,690719,82,4,4,0,4
1386,Male,27,774057,72,4,4,0,4
1387,Male,25,1326258,75,0,2,0,0
1388,Female,46,1313808,28,2,1,0,2
1389,Male,26,802907,93,4,2,0,4
1390,Male,49,492055,50,1,0,0,1
1391,Female,32,766100,64,4,4,0,4
1392,Female,59,1004170,34,3,3,0,3
1393,Female,32,699760,81,4,4,0,4
1394,Female,60,870148,32,3,3,0,3
1395,Female,22,1022379,92,0,2,0,0
1396,Female,47,525535,60,1,0,0,1
1397,Male,53,1484158,50,2,1,0,2
1398,Female,46,635118,51,1,0,0,1
1399,Male,54,1493637,48,2,1,0,2
1400,Female,37,737636,84,4,4,0,4
1401,Female,34,947448,65,4,4,0,4
1402,Male,44,667185,54,1,0,0,1
1403,Male,28,579974,66,4,4,0,4
1404,Male,41,480560,60,1,0,0,1
1405,Male,26,1401055,93,0,2,0,0
1406,Male,29,1275263,85,0,2,0,0
1407,Female,42,561615,46,1,0,0,1
1408,Male,44,336951,43,1,0,0,1
1409,Male,50,1177570,33,2,1,0,2
1410,Male,45,438684,41,1,0,0,1
1411,Female,45,1240296,35,2,1,0,2
1412,Male,29,1310584,93,0,2,0,0
1413,Male,24,1177775,92,0,2,0,0
1414,Male,65,965197,28,3,3,0,3
1415,Male,51,1152828,41,2,1,0,2
1416,Female,32,940913,62,4,4,0,4
1417,Female,41,560404,54,1,0,0,1
1418,Male,23,1249845,79,0,2,0,0
1419,Female,57,1378264,39,2,1,0,2
1420,Male,48,1460590,34,2,1,0,2
1421,Female,30,1183372,78,0,2,0,0
1422,Female,35,866214,79,4,4,0,4
1423,Female,52,1482550,34,2,1,0,2
1424,Female,31,573854,65,4,4,0,4
1425,Male,40,499939,51,1,0,0,1
1426,Male,24,1120523,83,0,2,0,0
1427,Female,57,1372889,31,2,1,0,2
1428,Male,45,387913,53,1,0,0,1
1429,Female,29,904359,81,4,4,0,4
1430,Female,26,1306187,86,0,2,0,0
1431,Female,27,1067108,75,0,2,0,0
1432,Male,29,1377123,100,0,2,0,0
1433,Female,34,710299,67,4,4,0,4
1434,Male,40,804230,66,4,4,0,4
1435,Female,41,379400,29,1,0,0,1
1436,Female,50,1309260,30,2,1,0,2
1437,Female,28,488758,49,1,0,0,1
1438,Female,41,621382,42,1,0,0,1
1439,Male,31,700377,47,1,4,0,4
1440,Female,53,1492486,33,2,1,0,2
1441,Male,39,625402,34,1,0,0,1
1442,Male,56,935867,20,3,3,0,3
1443,Female,31,814823,84,4,4,0,4
1444,Male,24,1176714,90,0,2,0,0
1445,Male,45,518039,54,1,0,0,1
1446,Male,48,1497092,30,2,1,0,2
1447,Female,30,773358,73,4,4,0,4
1448,Male,41,1433623,40,2,1,0,2
1449,Male,54,676757,14,3,3,0,3
1450,Male,40,382125,46,1,0,0,1
1451,Male,47,532573,55,1,0,0,1
1452,Female,34,775330,63,4,4,0,4
1453,Male,38,833306,62,4,4,0,4
1454,Male,51,404334,54,1,0,0,1
1455,Male,33,794327,70,4,4,0,4
1456,Female,27,1247077,83,0,2,0,0
1457,Female,56,947629,32,3,3,0,3
1458,Female,48,504911,48,1,0,0,1
1459,Female,37,568061,52,1,0,0,1
1460,Female,48,1500000,28,2,1,0,2
1461,Female,20,1177900,82,0,2,0,0
1462,Female,54,892947,18,3,3,0,3
1463,Male,39,823510,72,4,4,0,4
1464,Male,55,944508,26,3,3,0,3
1465,Male,63,1500000,43,2,1,0,2
1466,Female,53,1245534,36,2,1,0,2
1467,Male,39,483657,41,1,0,0,1
1468,Male,49,592126,55,1,0,0,1
1469,Female,25,1054001,96,0,2,0,0
1470,Male,27,898919,73,4,4,0,4
1471,Male,22,1394674,77,0,2,0,0
1472,Male,39,646497,51,1,0,0,1
1473,Male,54,934324,12,3,3,0,3
1474,Female,31,469820,39,1,0,0,1
1475,Male,37,693333,69,4,4,0,4
1476,Female,49,1457710,23,2,1,0,2
1477,Female,55,1002637,29,3,3,0,3
1478,Female,26,678476,70,4,4,0,4
1479,Female,50,1455180,38,2,1,0,2
1480,Male,26,493800,38,1,0,-1,1
1481,Male,48,496770,53,1,0,0,1
1482,Male,28,1085565,82,0,2,0,0
1483,Male,27,1410993,79,0,2,0,0
1484,Male,49,533743,41,1,0,0,1
1485,Male,65,929064,28,3,3,0,3
1486,Female,51,1466818,42,2,1,0,2
1487,Female,61,965764,21,3,3,0,3
1488,Female,27,1301434,83,0,2,0,0
1489,Male,43,386443,40,1,0,0,1
1490,Male,50,1420743,28,2,1,0,2
1491,Female,34,816337,72,4,4,0,4
1492,Female,26,1145116,83,0,2,0,0
1493,Male,54,940992,25,3,3,0,3
1494,Male,46,1453880,17,2,1,0,2
1495,Female,27,899951,70,4,4,0,4
1496,Female,54,939055,32,3,3,0,3
1497,Female,27,772240,54,4,4,0,4
1498,Male,51,1418515,34,2,1,0,2
1499,Female,53,1402746,30,2,1,0,2
1500,Male,56,890849,30,3,3,0,3
1501,Female,27,1101022,84,0,2,0,0
1502,Male,28,1158122,92,0,2,0,0
1503,Female,25,1085465,80,0,2,0,0
1504,Male,54,927467,20,3,3,0,3
1505,Female,43,1325374,24,2,1,0,2
1506,Female,31,699979,70,4,4,0,4
1507,Female,28,750494,72,4,4,0,4
1508,Female,36,721614,50,1,0,0,1
1509,Male,36,587982,76,4,4,0,4
1510,Male,42,1230067,34,2,1,0,2
1511,Male,42,613708,48,1,0,0,1
1512,Female,41,331480,52,1,0,0,1
1513,Female,27,743779,74,4,4,0,4
1514,Female,42,533308,63,1,0,0,1
1515,Male,57,948130,27,3,3,0,3
1516,Male,27,652246,72,4,4,0,4
1517,Female,51,1349321,30,2,1,0,2
1518,Male,26,770891,81,4,4,0,4
1519,Female,62,745778,23,3,3,0,3
1520,Female,49,1443923,29,2,1,0,2
1521,Female,35,614219,49,1,0,0,1
1522,Female,43,516171,50,1,0,0,1
1523,Male,45,1405554,32,2,1,0,2
1524,Male,48,1417350,33,2,1,0,2
1525,Female,37,589129,49,1,0,0,1
1526,Female,55,1481347,33,2,1,0,2
1527,Male,38,643716,61,1,0,0,4
1528,Male,33,631794,76,4,4,0,4
1529,Female,36,561972,42,1,0,0,1
1530,Female,62,1385065,30,2,1,0,2
1531,Female,39,517681,46,1,0,0,1
1532,Male,50,697210,29,3,3,0,3
1533,Male,42,834082,77,4,4,0,4
1534,Male,39,665985,43,1,0,0,1
1535,Male,26,1125672,86,0,2,0,0
1536,Female,25,1100844,85,0,2,0,0
1537,Female,52,924000,20,3,3,0,3
1538,Male,59,923233,17,3,3,0,3
1539,Male,19,987847,75,0,2,0,0
1540,Female,25,1336608,79,0,2,0,0
1541,Male,27,1127226,74,0,2,0,0
1542,Female,31,1155754,82,0,2,0,0
1543,Female,39,1434845,45,2,1,0,2
1544,Male,42,542415,52,1,0,0,1
1545,Male,42,504163,42,1,0,0,1
1546,Male,28,1307252,86,0,2,0,0
1547,Female,27,1038142,79,0,2,0,0
1548,Female,31,736026,67,4,4,0,4
1549,Female,24,1150960,62,0,2,0,0
1550,Female,28,642893,69,4,4,0,4
1551,Female,37,727917,74,4,4,0,4
1552,Female,54,816458,20,3,3,0,3
1553,Female,22,1153426,85,0,2,0,0
1554,Male,28,1162756,70,0,2,0,0
1555,Male,55,1494052,38,2,1,0,2
1556,Female,39,614366,33,1,0,0,1
1557,Female,20,1079192,76,0,2,0,0
1558,Male,56,838439,36,3,3,0,3
1559,Female,33,576499,67,4,4,0,4
1560,Female,22,1208369,87,0,2,0,0
1561,Female,34,742761,57,4,4,0,4
1562,Male,27,1044097,91,0,2,0,0
1563,Male,28,875719,71,4,4,0,4
1564,Female,32,782206,58,4,4,0,4
1565,Female,51,1249882,48,2,1,0,2
1566,Female,30,920613,52,4,4,0,4
1567,Female,32,607599,73,4,4,0,4
1568,Male,31,746357,69,4,4,0,4
1569,Male,31,890367,77,4,4,0,4
1570,Female,49,1267784,36,2,1,0,2
1571,Male,22,1106441,85,0,2,0,0
1572,Male,28,1162129,86,0,2,0,0
1573,Female,23,1195130,88,0,2,0,0
1574,Male,37,570129,39,1,0,0,1
1575,Male,52,940360,32,3,3,0,3
1576,Male,26,1189081,74,0,2,0,0
1577,Female,44,1458314,33,2,1,0,2
1578,Male,62,957020,16,3,3,0,3
1579,Male,57,755586,21,3,3,0,3
1580,Female,40,683096,60,1,0,0,1
1581,Female,28,658196,58,4,4,0,4
1582,Male,25,1226462,95,0,2,0,0
1583,Male,44,1475398,37,2,1,0,2
1584,Female,59,965273,14,3,3,0,3
1585,Female,50,531739,63,1,0,0,1
1586,Male,26,996038,61,4,4,0,4
1587,Female,60,816444,11,3,3,0,3
1588,Male,40,1392317,39,2,1,0,2
1589,Female,42,527007,46,1,0,0,1
1590,Female,33,647001,69,4,4,0,4
1591,Male,35,348363,48,1,0,0,1
1592,Male,31,733805,76,4,4,0,4
1593,Female,26,1317958,94,0,2,0,0
1594,Male,37,732129,71,4,4,0,4
1595,Male,22,1237734,100,0,2,0,0
1596,Female,52,826419,15,3,3,0,3
1597,Male,48,1380847,40,2,1,0,2
1598,Male,49,593840,53,1,0,0,1
1599,Female,47,462291,41,1,0,0,1
1600,Male,45,572566,55,1,0,0,1
1601,Female,59,1072504,23,3,3,0,3
1602,Female,24,1256965,94,0,2,0,0
1603,Male,63,964666,18,3,3,0,3
1604,Female,40,541491,51,1,0,0,1
1605,Female,32,546073,48,1,0,0,1
1606,Male,35,603754,46,1,0,0,1
1607,Male,52,1458959,41,2,1,0,2
1608,Male,29,734102,66,4,4,0,4
1609,Female,58,750447,15,3,3,0,3
1610,Female,37,510956,38,1,0,0,1
1611,Male,45,591839,59,1,0,0,1
1612,Male,24,1328766,97,0,2,0,0
1613,Male,50,967301,24,3,3,0,3
1614,Male,60,956902,28,3,3,0,3
1615,Female,26,1139402,78,0,2,0,0
1616,Female,45,1473139,41,2,1,0,2
1617,Male,58,1500000,40,2,1,0,2
1618,Female,28,1262560,89,0,2,0,0
1619,Male,48,1367590,33,2,1,0,2
1620,Male,62,1065886,20,3,3,0,3
1621,Female,55,828600,17,3,3,0,3
1622,Female,40,575938,48,1,0,0,1
1623,Female,59,841818,22,3,3,0,3
1624,Female,48,1442177,34,2,1,0,2
1625,Female,24,1223824,80,0,2,0,0
1626,Male,27,876655,81,4,4,0,4
1627,Female,53,1001671,25,3,3,0,3
1628,Female,28,1262565,82,0,2,0,0
1629,Female,24,1240464,78,0,2,0,0
1630,Male,45,1336190,26,2,1,0,2
1631,Male,60,935873,25,3,3,0,3
1632,Female,51,636603,47,1,0,0,1
1633,Female,33,659467,68,4,4,0,4
1634,Female,63,803278,13,3,3,0,3
1635,Male,61,856485,29,3,3,0,3
1636,Female,33,747018,60,4,4,0,4
1637,Female,45,1421492,46,2,1,0,2
1638,Male,31,808572,82,4,4,0,4
1639,Female,44,528536,51,1,0,0,1
1640,Female,27,934193,78,4,4,0,4
1641,Male,34,479480,36,1,0,0,1
1642,Male,34,769267,79,4,4,0,4
1643,Male,62,1056466,25,3,3,0,3
1644,Female,26,1067821,85,0,2,0,0
1645,Male,42,515840,35,1,0,0,1
1646,Female,41,473363,51,1,0,0,1
1647,Female,42,1238550,27,2,1,0,2
1648,Female,26,625025,76,4,4,0,4
1649,Male,45,1497545,30,2,1,0,2
1650,Female,44,531977,52,1,0,0,1
1651,Female,52,738662,16,3,3,0,3
1652,Female,56,1305291,51,2,1,0,2
1653,Female,26,1253288,79,0,2,0,0
1654,Female,29,1064219,89,0,2,0,0
1655,Female,52,553555,30,1,0,0,1
1656,Female,39,1500000,37,2,1,0,2
1657,Female,31,835160,86,4,4,0,4
1658,Female,37,636537,63,4,0,0,4
1659,Male,38,522632,46,1,0,0,1
1660,Male,54,1481014,25,2,1,0,2
1661,Female,44,485689,61,1,0,0,1
1662,Female,31,805035,78,4,4,0,4
1663,Male,62,914988,33,3,3,0,3
1664,Male,59,753898,24,3,3,0,3
1665,Female,56,1496838,44,2,1,0,2
1666,Male,23,1190095,81,0,2,0,0
1667,Female,51,1433689,36,2,1,0,2
1668,Male,61,733054,29,3,3,0,3
1669,Male,25,1341730,93,0,2,0,0
1670,Male,47,528566,47,1,0,0,1
1671,Male,52,1443722,38,2,1,0,2
1672,Male,24,1129331,97,0,2,0,0
1673,Male,25,1435865,85,0,2,0,0
1674,Female,46,1423594,36,2,1,0,2
1675,Female,38,465475,36,1,0,0,1
1676,Female,36,793700,59,4,4,0,4
1677,Female,63,1500000,44,2,1,0,2
1678,Male,47,1362509,32,2,1,0,2
1679,Female,44,562495,43,1,0,0,1
1680,Female,48,1327285,41,2,1,0,2
1681,Male,53,1485702,35,2,1,0,2
1682,Male,47,1429766,35,2,1,0,2
1683,Male,50,1294505,33,2,1,0,2
1684,Female,31,785511,88,4,4,0,4
1685,Female,49,1500000,44,2,1,0,2
1686,Female,23,1257151,97,0,2,0,0
1687,Male,55,677853,19,3,3,0,3
1688,Male,24,1161747,78,0,2,0,0
1689,Male,54,1343656,42,2,1,0,2
1690,Male,50,1318099,33,2,1,0,2
1691,Male,36,809610,73,4,4,0,4
1692,Male,24,765124,65,4,4,0,4
1693,Female,24,1166562,83,0,2,0,0
1694,Male,39,1304559,37,2,1,0,2
1695,Female,41,431855,46,1,0,0,1
1696,Male,54,1486319,41,2,1,0,2
1697,Male,48,519782,47,1,0,0,1
1698,Female,32,706491,82,4,4,0,4
1699,Male,46,516531,52,1,0,0,1
1700,Female,39,594679,50,1,0,0,1
1701,Female,35,737967,80,4,4,0,4
1702,Female,29,732565,84,4,4,0,4
1703,Male,55,1360853,38,2,1,0,2
1704,Female,49,1347898,38,2,1,0,2
1705,Male,53,1235267,36,2,1,0,2
1706,Male,26,1278510,81,0,2,0,0
1707,Male,54,923933,28,3,3,0,3
1708,Female,53,1484841,40,2,1,0,2
1709,Male,41,1357523,50,2,1,0,2
1710,Male,48,1500000,32,2,1,0,2
1711,Male,25,1076415,80,0,2,0,0
1712,Female,47,428560,50,1,0,0,1
1713,Male,47,1219806,35,2,1,0,2
1714,Female,62,967828,20,3,3,0,3
1715,Female,59,728658,27,3,3,0,3
1716,Female,33,843881,82,4,4,0,4
1717,Male,53,1406778,32,2,1,0,2
1718,Male,34,726942,71,4,4,0,4
1719,Female,45,521381,39,1,0,0,1
1720,Female,50,1394939,32,2,1,0,2
1721,Male,47,1494413,46,2,1,0,2
1722,Female,28,1142681,75,0,2,0,0
1723,Male,22,710469,91,4,4,-1,4
1724,Male,61,1485587,43,2,1,0,2
1725,Female,56,1482159,40,2,1,0,2
1726,Male,47,572276,49,1,0,0,1
1727,Female,58,866187,26,3,3,0,3
1728,Male,62,983804,11,3,3,0,3
1729,Male,43,513254,45,1,0,0,1
1730,Male,47,544192,43,1,0,0,1
1731,Male,47,1493979,43,2,1,0,2
1732,Male,37,695838,73,4,4,0,4
1733,Female,42,484158,47,1,0,0,1
1734,Male,26,755596,79,4,4,0,4
1735,Male,28,722153,66,4,4,0,4
1736,Female,57,882047,23,3,3,0,3
1737,Female,50,1320641,34,2,1,0,2
1738,Female,30,745148,63,4,4,0,4
1739,Male,60,839584,14,3,3,0,3
1740,Female,45,493114,50,1,0,0,1
1741,Female,47,368162,60,1,0,0,1
1742,Male,59,942418,13,3,3,0,3
1743,Male,24,1154560,87,0,2,0,0
1744,Female,57,1374521,38,2,1,0,2
1745,Male,44,1384597,34,2,1,0,2
1746,Male,42,594405,37,1,0,0,1
1747,Female,30,1477049,79,0,2,0,0
1748,Female,58,852261,12,3,3,0,3
1749,Male,49,1429807,22,2,1,0,2
1750,Male,44,457116,39,1,0,0,1
1751,Male,23,1083720,82,0,2,0,0
1752,Male,44,1217025,21,2,1,0,2
1753,Male,36,675317,26,1,0,0,1
1754,Female,43,472336,48,1,0,0,1
1755,Female,24,1189737,80,0,2,0,0
1756,Male,55,1417491,39,2,1,0,2
1757,Male,49,629850,7,3,3,0,3
1758,Female,47,655923,41,1,0,0,1
1759,Female,45,406891,58,1,0,0,1
1760,Male,58,911045,25,3,3,0,3
1761,Female,23,1156179,97,0,2,0,0
1762,Male,43,1480919,32,2,1,0,2
1763,Male,25,623737,76,4,4,0,4
1764,Male,42,407090,42,1,0,0,1
1765,Male,25,1406568,83,0,2,0,0
1766,Male,39,498481,54,1,0,0,1
1767,Male,51,1370489,27,2,1,0,2
1768,Female,33,1015629,72,4,4,0,4
1769,Female,50,1369504,42,2,1,0,2
1770,Male,38,1345604,39,2,1,0,2
1771,Male,48,1377116,38,2,1,0,2
1772,Male,54,910003,13,3,3,0,3
1773,Female,61,802512,23,3,3,0,3
1774,Female,24,1203618,93,0,2,0,0
1775,Male,25,1151816,92,0,2,0,0
1776,Female,55,1474055,48,2,1,0,2
1777,Female,31,777780,73,4,4,0,4
1778,Female,22,1183660,73,0,2,0,0
1779,Male,41,506607,48,1,0,0,1
1780,Male,37,442950,48,1,0,0,1
1781,Female,55,1386867,47,2,1,0,2
1782,Male,43,535730,54,1,0,0,1
1783,Female,45,400074,61,1,0,0,1
1784,Female,20,1333424,82,0,2,0,0
1785,Female,24,960388,88,0,2,0,0
1786,Female,20,1300816,88,0,2,0,0
1787,Male,36,720088,73,4,4,0,4
1788,Male,46,569100,49,1,0,0,1
1789,Female,61,875695,19,3,3,0,3
1790,Male,58,861144,5,3,3,0,3
1791,Male,46,666802,26,1,3,0,1
1792,Female,33,689418,70,4,4,0,4
1793,Female,44,502141,51,1,0,0,1
1794,Female,27,1258716,81,0,2,0,0
1795,Male,60,875274,22,3,3,0,3
1796,Female,39,516176,55,1,0,0,1
1797,Male,49,1281848,45,2,1,0,2
1798,Female,26,1154905,83,0,2,0,0
1799,Male,39,635446,45,1,0,0,1
1800,Female,35,373510,27,1,0,0,1
1801,Male,31,841818,76,4,4,0,4
1802,Female,30,817201,71,4,4,0,4
1803,Male,49,1500000,45,2,1,0,2
1804,Male,53,839217,23,3,3,0,3
1805,Female,31,696365,56,4,4,0,4
1806,Female,40,418712,49,1,0,0,1
1807,Male,58,878016,38,3,3,0,3
1808,Male,29,821151,79,4,4,0,4
1809,Male,37,474960,29,1,0,0,1
1810,Male,39,987273,79,4,4,0,4
1811,Male,34,731525,83,4,4,0,4
1812,Male,42,1352265,36,2,1,0,2
1813,Male,53,1489176,46,2,1,0,2
1814,Male,50,1223020,36,2,1,0,2
1815,Female,38,440595,39,1,0,0,1
1816,Female,52,1358766,27,2,1,0,2
1817,Female,54,770908,20,3,3,0,3
1818,Male,36,774271,70,4,4,0,4
1819,Male,52,801433,15,3,3,0,3
1820,Female,52,999410,30,3,3,0,3
1821,Female,49,499216,48,1,0,0,1
1822,Male,51,1473046,26,2,1,0,2
1823,Male,47,1446358,43,2,1,0,2
1824,Male,24,1255471,87,0,2,0,0
1825,Female,28,1093170,82,0,2,0,0
1826,Female,31,893146,70,4,4,0,4
1827,Male,52,411493,43,1,0,0,1
1828,Female,33,682316,73,4,4,0,4
1829,Female,57,704354,25,3,3,0,3
1830,Male,45,420817,49,1,0,0,1
1831,Female,39,566243,42,1,0,0,1
1832,Male,33,749816,81,4,4,0,4
1833,Male,54,1019126,27,3,3,0,3
1834,Female,26,1103405,79,0,2,0,0
1835,Male,29,792366,73,4,4,0,4
1836,Male,57,1038262,30,3,3,0,3
1837,Female,26,1223268,77,0,2,0,0
1838,Female,29,1129004,80,0,2,0,0
1839,Female,53,908148,20,3,3,0,3
1840,Male,56,839459,13,3,3,0,3
1841,Male,59,836387,17,3,3,0,3
1842,Male,61,876224,16,3,3,0,3
1843,Male,24,1134955,90,0,2,0,0
1844,Female,22,1041416,82,0,2,0,0
1845,Female,27,1359954,93,0,2,0,0
1846,Male,30,437244,35,1,0,0,1
1847,Male,29,1265552,90,0,2,0,0
1848,Male,24,1187770,91,0,2,0,0
1849,Male,38,1354433,37,2,1,0,2
1850,Female,42,578823,42,1,0,0,1
1851,Female,32,577929,57,4,4,0,4
1852,Male,44,1334728,18,2,1,0,2
1853,Male,61,968508,17,3,3,0,3
1854,Male,27,836195,73,4,4,0,4
1855,Male,62,1121273,29,3,3,0,3
1856,Male,39,493649,61,1,0,0,1
1857,Male,51,1238654,32,2,1,0,2
1858,Male,60,1016260,30,3,3,0,3
1859,Female,38,490129,30,1,0,0,1
1860,Male,37,476474,58,1,0,0,1
1861,Female,58,1071121,22,3,3,0,3
1862,Female,20,1073655,83,0,2,0,0
1863,Female,27,968368,53,4,4,0,4
1864,Female,48,1356355,29,2,1,0,2
1865,Female,55,1332935,42,2,1,0,2
1866,Female,49,1401579,29,2,1,0,2
1867,Female,28,1288969,98,0,2,0,0
1868,Male,42,331330,44,1,0,0,1
1869,Female,18,1290076,85,0,2,0,0
1870,Male,52,1500000,35,2,1,0,2
1871,Male,49,1257648,33,2,1,0,2
1872,Male,27,691169,79,4,4,0,4
1873,Male,53,757881,19,3,3,0,3
1874,Male,51,1327651,23,2,1,0,2
1875,Male,53,1499870,35,2,1,0,2
1876,Male,49,547004,24,1,0,0,1
1877,Female,44,580715,36,1,0,0,1
1878,Female,43,1324896,33,2,1,0,2
1879,Female,39,653834,46,1,0,0,1
1880,Female,32,998619,73,4,4,0,4
1881,Male,28,1201168,69,0,2,0,0
1882,Male,34,484528,55,1,0,0,1
1883,Female,29,752379,68,4,4,0,4
1884,Female,44,516042,62,1,0,0,1
1885,Female,61,763136,24,3,3,0,3
1886,Male,60,978279,11,3,3,0,3
1887,Female,38,545638,48,1,0,0,1
1888,Female,30,1480146,92,0,2,0,0
1889,Female,49,1263167,27,2,1,0,2
1890,Female,38,742732,37,1,0,0,1
1891,Male,41,721542,56,1,0,0,1
1892,Female,30,835535,68,4,4,0,4
1893,Male,58,1491074,31,2,1,0,2
1894,Female,36,583273,50,1,0,0,1
1895,Female,38,434235,42,1,0,0,1
1896,Female,32,1306371,93,0,2,0,0
1897,Male,30,686359,58,4,4,0,4
1898,Male,59,903462,28,3,3,0,3
1899,Male,32,915247,88,4,4,0,4
1900,Male,32,811041,77,4,4,0,4
1901,Female,55,866911,16,3,3,0,3
1902,Female,41,405545,55,1,0,0,1
1903,Female,38,480495,36,1,0,0,1
1904,Male,22,1077729,93,0,2,0,0
1905,Male,63,812990,17,3,3,0,3
1906,Female,26,1290818,86,0,2,0,0
1907,Male,57,695541,22,3,3,0,3
1908,Male,44,483871,48,1,0,0,1
1909,Male,30,749375,80,4,4,0,4
1910,Female,21,1392347,88,0,2,0,0
1911,Male,35,897943,79,4,4,0,4
1912,Female,28,1324562,88,0,2,0,0
1913,Male,48,351963,50,1,0,0,1
1914,Male,39,1161720,42,2,1,0,2
1915,Male,57,915187,31,3,3,0,3
1916,Female,32,1427719,76,0,2,0,0
1917,Male,40,454480,39,1,0,0,1
1918,Female,64,1024158,23,3,3,0,3
1919,Male,50,925548,13,3,3,0,3
1920,Male,54,1308878,24,2,1,0,2
1921,Male,49,1291330,30,2,1,0,2
1922,Female,24,1348734,79,0,2,0,0
1923,Female,54,1018904,23,3,3,0,3
1924,Female,33,420189,50,1,0,0,1
1925,Female,26,909118,55,4,4,0,4
1926,Female,51,1371572,36,2,1,0,2
1927,Male,30,1161475,96,0,2,0,0
1928,Female,26,939962,93,0,2,0,0
1929,Male,38,623308,63,4,0,0,4
1930,Female,44,366591,39,1,0,0,1
1931,Female,55,990415,26,3,3,0,3
1932,Female,33,924898,81,4,4,0,4
1933,Male,27,1302358,99,0,2,0,0
1934,Female,51,516405,62,1,0,0,1
1935,Female,21,1112684,90,0,2,0,0
1936,Male,49,1484698,35,2,1,0,2
1937,Female,34,762529,72,4,4,0,4
1938,Male,54,801836,21,3,3,0,3
1939,Male,55,759402,21,3,3,0,3
1940,Male,60,870699,26,3,3,0,3
1941,Female,57,812918,12,3,3,0,3
1942,Male,30,649532,84,4,4,0,4
1943,Male,48,1500000,30,2,1,0,2
1944,Female,24,1500000,69,0,2,-1,0
1945,Male,53,994313,28,3,3,0,3
1946,Female,61,874334,21,3,3,0,3
1947,Male,61,1052811,15,3,3,0,3
1948,Female,42,1136272,26,2,1,0,2
1949,Male,27,751520,77,4,4,0,4
1950,Female,25,1129309,83,0,2,0,0
1951,Male,30,697564,68,4,4,0,4
1952,Male,49,1363608,33,2,1,0,2
1953,Female,43,395046,56,1,0,0,1
1954,Female,36,786262,78,4,4,0,4
1955,Male,38,419647,41,1,0,0,1
1956,Female,25,1391358,84,0,2,0,0
1957,Female,36,846749,75,4,4,0,4
1958,Female,37,747689,69,4,4,0,4
1959,Male,48,1436719,37,2,1,0,2
1960,Male,47,1473780,19,2,1,0,2
1961,Male,55,1073483,9,3,3,0,3
1962,Male,29,917821,57,4,4,0,4
1963,Male,65,897614,28,3,3,0,3
1964,Male,31,702701,82,4,4,0,4
1965,Male,47,376173,39,1,0,0,1
1966,Female,21,1011073,74,0,2,0,0
1967,Female,31,767011,65,4,4,0,4
1968,Male,39,782899,75,4,4,0,4
1969,Female,52,1335649,45,2,1,0,2
1970,Female,41,1499941,44,2,1,0,2
1971,Male,25,1076237,86,0,2,0,0
1972,Female,49,1480153,31,2,1,0,2
1973,Female,49,1298529,10,2,1,0,2
1974,Female,33,756214,66,4,4,0,4
1975,Female,53,1224416,51,2,1,0,2
1976,Female,28,1274345,78,0,2,0,0
1977,Female,53,1450024,33,2,1,0,2
1978,Male,50,1500000,44,2,1,0,2
1979,Male,59,927166,25,3,3,0,3
1980,Male,48,447596,30,1,0,0,1
1981,Female,30,988886,77,4,4,0,4
1982,Male,28,1272276,78,0,2,0,0
1983,Male,42,457745,46,1,0,0,1
1984,Male,41,575089,88,4,4,0,4
1985,Female,50,1274087,39,2,1,0,2
1986,Female,33,458045,37,1,0,0,1
1987,Female,58,837810,25,3,3,0,3
1988,Male,42,502081,43,1,0,0,1
1989,Male,55,804049,22,3,3,0,3
1990,Male,54,1413533,51,2,1,0,2
