CustomerID,Gender,Age,Annual Income (BDT),Spending Score (1-100)
2152,Male,53,832659,10
2153,Female,22,1041176,81
2154,Female,36,572289,52
2155,Female,54,870642,16
2156,Female,45,1439767,20
2157,Male,40,484693,46
2158,Male,22,1192854,84
2159,Female,59,935696,21
2160,Male,52,1229976,45
2161,Female,29,1396245,87
2162,Female,18,1002213,91
2163,Female,38,514065,50
2164,Female,27,1370709,85
2165,Female,26,1445901,85
2166,Female,47,536370,48
2167,Male,57,871942,19
2168,Male,23,1131252,83
2169,Female,60,808123,28
2170,Female,26,1090583,87
2171,Female,52,1361472,28
2172,Female,36,656462,40
2173,Female,30,689593,62
2174,Female,40,515543,43
2175,Female,36,410277,53
2176,Female,27,681279,68
2177,Female,29,809564,67
2178,Male,34,721353,70
2179,Male,55,1431866,40
2180,Female,30,818192,74
2181,Male,58,1301411,38
2182,Female,43,370777,41
2183,Male,31,530181,49
2184,Male,49,527097,38
2185,Male,59,1025704,13
2186,Female,59,1471671,28
2187,Male,47,628947,61
2188,Male,21,1206018,85
2189,Male,33,849055,71
2190,Male,30,497592,52
2191,Female,30,577653,74
2192,Female,26,1109791,87
2193,Male,24,1197601,84
2194,Male,37,867905,91
2195,Male,57,1475916,39
2196,Male,55,1487428,33
2197,Female,23,1329055,74
2198,Female,33,1210931,72
2199,Female,48,1287607,20
2200,Female,39,420075,50
2201,Female,34,815950,64
2202,Male,40,1426502,34
2203,Female,28,676587,56
2204,Male,32,755968,68
2205,Male,52,1498721,29
2206,Female,24,1249438,75
2207,Male,38,500350,51
2208,Female,32,788301,74
2209,Female,37,748177,84
2210,Male,30,738335,80
2211,Female,48,360945,43
2212,Male,61,658885,18
2213,Female,42,560932,59
2214,Male,60,862139,17
2215,Male,56,899522,23
2216,Male,53,914820,24
2217,Female,45,469346,57
2218,Male,56,1451770,40
2219,Male,27,1215601,87
2220,Male,43,1500000,30
2221,Female,27,1194967,87
2222,Male,29,1093469,78
2223,Male,19,1059219,90
2224,Male,60,843237,24
2225,Female,27,1246520,78
2226,Male,67,933555,10
2227,Female,29,1225674,82
2228,Female,33,813734,57
2229,Female,39,604541,44
2230,Male,37,813363,62
2231,Male,56,948937,30
2232,Male,52,1341739,55
2233,Male,40,463730,45
2234,Female,55,912964,23
2235,Male,23,1069481,90
2236,Female,28,1233000,83
2237,Male,30,1096129,84
2238,Female,58,777804,16
2239,Male,45,548438,41
2240,Female,27,723177,63
2241,Female,57,1336990,33
2242,Male,40,409990,57
2243,Female,53,928360,13
2244,Female,51,1338366,15
2245,Female,27,1071646,92
2246,Male,34,551305,58
2247,Female,34,658552,71
2248,Male,58,953518,23
2249,Male,37,518832,44
2250,Female,49,1500000,23
2251,Female,25,1140124,89
2252,Male,29,582270,71
2253,Male,52,995163,16
2254,Female,23,1077671,83
2255,Male,57,939255,16
2256,Female,46,1500000,33
2257,Female,25,1500000,87
2258,Male,39,637831,54
2259,Female,24,1232725,84
2260,Male,53,830342,19
2261,Female,52,1500000,42
2262,Male,54,1447177,31
2263,Male,56,1328240,48
2264,Male,52,843430,19
2265,Male,62,1500000,30
2266,Male,25,730230,82
2267,Male,24,1160013,77
2268,Male,51,1338312,37
2269,Female,21,1128303,90
2270,Male,43,347293,48
2271,Male,54,1322140,41
2272,Female,27,916895,79
2273,Male,52,1302382,46
2274,Male,49,1447952,29
2275,Female,52,1359727,23
2276,Male,26,1333148,79
2277,Male,64,1156365,24
2278,Female,48,1439398,35
2279,Male,48,1298088,40
2280,Female,60,845955,24
2281,Male,22,1335419,80
2282,Male,54,868146,23
2283,Female,40,1500000,37
2284,Female,28,1132232,82
2285,Female,31,1154369,96
2286,Male,41,570896,52
2287,Male,44,1274474,43
2288,Female,26,1305571,84
2289,Male,43,468764,40
2290,Male,51,1372305,30
2291,Male,39,403903,55
2292,Female,31,674033,59
2293,Male,43,1444270,30
2294,Male,29,1190020,81
2295,Female,46,1264852,52
2296,Female,28,1225563,82
2297,Female,31,778814,82
2298,Male,33,756492,87
2299,Female,46,1498128,37
2300,Male,61,888046,24
2301,Male,29,1186395,80
2302,Female,27,1255985,85
2303,Female,33,578736,55
2304,Female,46,1279503,31
2305,Male,22,1215805,87
2306,Male,60,848604,27
2307,Male,55,1500000,27
2308,Female,21,1030689,89
2309,Male,54,884722,20
2310,Female,28,1155660,86
2311,Female,55,1408081,43
2312,Female,36,588140,45
2313,Female,50,1500000,22
2314,Female,36,1441154,46
2315,Male,30,660707,63
2316,Female,32,878182,65
2317,Female,36,734357,76
2318,Female,25,1388890,95
2319,Male,52,472448,45
2320,Male,56,959534,26
2321,Male,48,1364866,29
2322,Female,35,668532,84
2323,Female,51,1333127,38
2324,Male,58,1500000,33
2325,Male,41,433879,47
2326,Female,30,1169832,87
2327,Male,28,705251,70
2328,Female,39,618441,39
2329,Male,45,1193533,32
2330,Female,36,366923,33
2331,Female,54,1500000,29
2332,Male,26,1146450,84
2333,Female,22,1189579,88
2334,Male,24,1266934,84
2335,Female,22,1213443,88
2336,Male,32,802591,59
2337,Male,41,1382915,24
2338,Female,50,462224,58
2339,Male,32,791616,72
2340,Male,59,831885,35
2341,Male,39,635201,43
2342,Female,22,1194199,88
2343,Female,62,727530,16
2344,Male,26,767323,72
2345,Female,34,846161,82
2346,Male,33,565261,47
2347,Female,22,1133023,79
2348,Male,49,1485872,37
2349,Male,27,1153516,76
2350,Male,49,1343056,35
2351,Male,28,767287,66
2352,Female,37,846902,72
2353,Male,33,747095,73
2354,Male,38,783227,57
2355,Male,27,1387465,99
2356,Female,53,1348069,13
2357,Female,45,1500000,33
2358,Male,60,759659,26
2359,Male,25,1133436,74
2360,Male,46,341749,44
2361,Female,23,1213384,88
2362,Male,42,544022,44
2363,Male,60,900534,25
2364,Female,46,1223131,28
2365,Male,23,612481,74
2366,Female,47,523855,63
2367,Female,43,1426393,36
2368,Male,55,782027,14
2369,Male,27,1200540,82
2370,Male,57,771535,14
2371,Female,25,1283019,96
2372,Male,31,715320,77
2373,Male,44,385167,48
2374,Male,41,546041,44
2375,Female,64,829925,24
2376,Female,31,1342228,88
2377,Female,64,847784,14
2378,Male,24,1278907,80
2379,Female,61,809305,22
2380,Female,41,546466,56
2381,Male,61,881904,19
2382,Male,26,1199017,83
2383,Female,36,441370,59
2384,Male,28,770332,68
2385,Male,36,441276,41
2386,Male,39,513748,27
2387,Male,43,1491371,35
2388,Male,47,520980,65
2389,Male,33,497199,82
2390,Female,37,586742,41
2391,Female,45,463208,46
2392,Male,43,490951,64
2393,Female,28,799412,64
2394,Male,19,1316687,79
2395,Female,46,579754,40
2396,Male,54,1059519,30
2397,Male,52,1494979,41
2398,Male,55,1482728,30
2399,Male,27,684565,88
2400,Female,52,1500000,41
2401,Male,28,1034336,97
2402,Male,42,586263,44
2403,Male,57,678851,32
2404,Male,60,844765,19
2405,Male,62,873440,21
2406,Female,43,523196,57
2407,Female,47,349364,38
2408,Female,25,1323726,85
2409,Male,38,710921,73
2410,Female,49,1288020,24
2411,Male,42,1277779,35
2412,Male,49,1460898,27
2413,Female,35,587063,54
2414,Female,61,909018,16
2415,Female,61,951300,27
2416,Male,28,628633,79
2417,Female,41,452405,44
2418,Female,30,898105,70
2419,Female,31,813597,61
2420,Female,28,610642,75
2421,Male,57,775522,22
2422,Male,26,1297456,77
2423,Female,22,1050229,90
2424,Male,24,718533,74
2425,Male,44,825377,22
2426,Female,27,1163730,84
2427,Female,40,918153,70
2428,Female,35,495813,44
2429,Female,30,829102,68
2430,Male,47,1490387,37
2431,Male,42,498680,64
2432,Female,37,456016,47
2433,Female,22,1213398,82
2434,Male,27,1207929,90
2435,Female,38,585065,62
2436,Male,22,1204057,86
2437,Male,32,936366,58
2438,Male,56,1345212,40
2439,Male,35,505375,43
2440,Male,36,567297,48
2441,Male,52,1500000,32
2442,Female,35,956653,66
2443,Female,50,1389625,35
2444,Male,43,413610,48
2445,Male,36,469323,44
2446,Female,37,567705,51
2447,Male,54,1234331,46
2448,Female,39,871765,79
2449,Female,42,620766,41
2450,Male,44,555093,54
2451,Female,39,463202,63
2452,Male,60,826982,35
2453,Male,62,777613,16
2454,Female,32,1236428,86
2455,Male,54,856932,17
2456,Female,29,907316,77
2457,Male,36,514659,55
2458,Female,26,846263,87
2459,Female,39,776090,66
2460,Male,32,618407,54
2461,Female,60,626634,15
2462,Male,47,1459899,38
2463,Female,64,694203,25
2464,Female,43,592070,51
2465,Female,45,493680,44
2466,Male,29,677166,63
2467,Female,60,863509,26
2468,Male,25,1225097,90
2469,Male,32,925202,69
2470,Male,51,888088,19
2471,Female,54,1068376,12
2472,Male,32,700231,69
2473,Female,24,1144178,81
2474,Female,27,1154790,86
2475,Female,24,1165222,78
2476,Female,27,682433,69
2477,Female,43,1177679,38
2478,Female,31,738178,67
2479,Female,19,1384790,87
2480,Male,37,618398,47
2481,Female,33,754483,78
2482,Male,49,1424669,28
2483,Male,25,1255427,82
2484,Female,53,1500000,27
2485,Male,43,499925,41
2486,Female,57,1360447,25
2487,Male,54,801805,17
2488,Male,35,863776,65
2489,Female,57,1500000,47
2490,Female,35,678580,48
2491,Female,25,1293880,99
2492,Female,38,923041,79
2493,Female,48,1178161,35
2494,Female,26,808019,77
2495,Female,61,880878,25
2496,Female,48,451243,43
2497,Male,55,1045936,16
2498,Female,54,1354758,32
2499,Female,49,1480254,43
2500,Female,59,871870,23
2501,Male,53,551728,16
2502,Male,20,1400624,91
2503,Female,36,592440,31
2504,Female,43,468804,52
2505,Female,55,894606,19
2506,Female,59,950948,26
2507,Female,26,1193384,84
2508,Male,27,1145247,76
2509,Female,38,436956,41
2510,Male,31,758222,59
2511,Female,26,1287219,70
2512,Male,46,1415153,34
2513,Male,59,841636,17
2514,Female,41,440273,48
2515,Female,23,1189889,82
2516,Female,25,717939,66
2517,Male,31,1335101,86
2518,Male,53,904960,21
2519,Female,43,602768,38
2520,Male,36,450051,32
2521,Male,32,817037,67
2522,Male,28,678454,72
2523,Female,27,723741,78
2524,Female,39,553619,75
2525,Male,33,750892,51
2526,Male,35,597755,64
2527,Female,43,430513,39
2528,Male,57,931145,18
2529,Female,45,1387738,32
2530,Male,55,783144,20
2531,Male,22,1193631,80
2532,Male,48,1484909,22
2533,Female,42,579641,50
2534,Female,25,1146547,70
2535,Male,28,1276513,81
2536,Female,36,615411,43
2537,Male,58,766813,19
2538,Female,32,641481,83
2539,Male,35,766443,82
2540,Female,40,507827,44
2541,Female,45,612731,55
2542,Male,52,1217220,33
2543,Male,25,1261068,89
2544,Female,20,789847,73
2545,Female,30,578446,63
2546,Female,39,581717,36
2547,Female,27,1083931,65
2548,Female,42,1211417,24
2549,Male,28,869868,67
2550,Female,41,628936,74
2551,Female,44,1461556,38
2552,Male,39,399467,59
2553,Male,27,803173,78
2554,Female,62,938318,22
2555,Female,38,553385,40
2556,Female,41,1209799,33
2557,Male,55,886632,9
2558,Female,51,956192,25
2559,Female,36,583618,80
2560,Female,64,1120736,16
2561,Male,45,361291,22
2562,Female,25,1359363,93
2563,Male,26,677711,79
2564,Male,26,1228528,75
2565,Female,43,672967,47
2566,Female,65,910373,33
2567,Female,37,532000,39
2568,Female,60,769557,31
2569,Female,22,1211097,86
2570,Male,25,1163152,90
2571,Male,44,503596,58
2572,Male,56,999781,30
2573,Female,25,1318447,66
2574,Male,50,765771,12
2575,Male,33,816330,68
2576,Female,47,415836,35
2577,Female,57,940069,23
2578,Female,54,1307052,29
2579,Female,45,582201,52
2580,Female,30,953908,83
2581,Female,24,1206821,75
2582,Male,61,870458,23
2583,Male,33,685986,69
2584,Female,53,1473645,34
2585,Male,61,850554,26
2586,Male,44,1484463,50
2587,Male,63,973754,8
2588,Female,28,1215775,84
2589,Male,58,899201,14
2590,Male,35,626004,61
2591,Male,31,750274,67
2592,Female,34,648675,57
2593,Male,59,1004719,35
2594,Male,24,1014992,78
2595,Male,24,1267261,73
2596,Male,25,889486,82
2597,Female,55,1009257,14
2598,Male,55,873216,18
2599,Male,60,940266,18
2600,Female,51,470238,60
2601,Male,59,976618,30
2602,Female,24,1254901,83
2603,Male,44,518861,60
2604,Female,51,1500000,44
2605,Male,34,886462,75
2606,Male,64,796750,24
2607,Female,54,785512,19
2608,Male,59,888208,29
2609,Male,44,579631,39
2610,Male,53,1272465,34
2611,Male,55,1437326,46
2612,Male,49,1500000,35
2613,Female,48,766378,68
2614,Female,28,1145005,79
2615,Male,27,1416664,90
2616,Male,52,905452,23
2617,Male,42,1255060,34
2618,Male,43,1261373,26
2619,Male,60,1017304,21
2620,Female,62,830325,18
2621,Female,40,543161,37
2622,Male,30,814704,64
2623,Female,50,1346381,25
2624,Female,63,854815,23
2625,Female,28,1291589,77
2626,Female,31,779395,51
2627,Male,40,1390458,29
2628,Female,20,1226791,100
2629,Female,52,720230,24
2630,Female,22,992156,95
2631,Female,28,679484,62
2632,Female,23,1380565,81
2633,Male,24,768032,57
2634,Male,63,1004952,36
2635,Female,50,1491323,44
2636,Female,46,1492937,31
2637,Male,23,1064667,76
2638,Male,40,558744,30
2639,Female,28,725295,64
2640,Male,24,1273889,77
2641,Male,49,869595,22
2642,Female,48,534709,40
2643,Female,31,678697,66
2644,Male,26,1089411,78
2645,Male,41,438227,44
2646,Female,49,1045880,20
2647,Female,29,805122,77
2648,Male,44,413630,42
2649,Female,25,1306122,88
2650,Female,25,516284,69
2651,Female,39,470032,41
2652,Male,59,1477552,36
2653,Female,53,1345032,40
2654,Female,25,1241353,83
2655,Female,34,763939,68
2656,Male,48,1341296,20
2657,Male,56,1056067,18
2658,Male,37,723982,75
2659,Male,23,1254201,86
2660,Male,55,960695,25
2661,Female,58,984343,26
2662,Female,58,841222,14
2663,Male,60,987752,34
2664,Female,26,1257685,89
2665,Male,25,1159276,80
2666,Female,34,867044,54
2667,Male,29,661550,63
2668,Female,58,889167,17
2669,Female,29,859269,77
2670,Female,26,632672,73
2671,Female,32,957113,82
2672,Female,63,951535,26
2673,Female,25,786049,72
2674,Male,44,1465603,33
2675,Male,46,336902,54
2676,Female,23,1191250,78
2677,Female,33,695956,82
2678,Female,26,1081362,90
2679,Male,57,710411,17
2680,Female,37,860319,67
2681,Female,27,695206,67
2682,Male,35,576059,57
2683,Male,52,1032281,11
2684,Female,56,1486625,45
2685,Male,57,905323,26
2686,Male,28,1401303,71
2687,Male,49,1439586,28
2688,Male,39,484934,36
2689,Male,27,760157,58
2690,Male,31,643807,73
2691,Male,48,1290194,39
2692,Male,44,1500000,31
2693,Female,45,467692,47
2694,Male,54,1000538,28
2695,Female,24,1253513,91
2696,Female,63,681581,15
2697,Male,27,765179,61
2698,Female,50,766685,23
2699,Male,31,708779,72
2700,Female,38,594748,38
2701,Female,41,526012,61
2702,Female,35,488490,59
2703,Male,35,845906,61
2704,Male,46,477592,40
2705,Female,35,636243,66
2706,Male,38,523910,47
2707,Male,35,582229,80
2708,Female,48,397582,46
2709,Male,22,1123908,86
2710,Male,50,402756,51
2711,Male,54,935875,11
2712,Female,35,634602,74
2713,Male,50,711383,27
2714,Male,49,1500000,34
2715,Female,55,1488373,34
2716,Female,63,1466271,31
2717,Female,25,1333717,84
2718,Male,28,717004,70
2719,Male,21,842448,71
2720,Female,29,1373637,98
2721,Female,24,1019504,79
2722,Male,32,474653,66
2723,Female,43,589694,47
2724,Male,36,536950,32
2725,Female,24,1103324,85
2726,Male,59,841181,23
2727,Female,35,626114,31
2728,Male,53,1286813,35
2729,Male,50,1416191,32
2730,Female,27,1143863,77
2731,Female,38,525425,42
2732,Male,54,1335386,32
2733,Male,37,432065,52
2734,Male,48,1249483,33
2735,Female,40,715790,77
2736,Male,23,1238085,85
2737,Female,49,1500000,29
2738,Female,37,522381,33
2739,Female,51,1359797,33
2740,Female,55,751927,30
2741,Male,33,469686,64
2742,Female,58,951939,28
2743,Female,55,1500000,32
2744,Female,31,749828,68
2745,Female,42,593703,39
2746,Female,18,1315541,80
2747,Male,33,498638,42
2748,Female,41,618994,50
2749,Male,50,1327153,34
2750,Male,51,1498286,28
2751,Male,33,699248,81
2752,Female,63,1373755,30
2753,Male,54,771872,18
2754,Male,40,1490811,33
2755,Male,28,728995,68
2756,Female,38,899013,71
2757,Male,57,1450056,33
2758,Female,32,1231916,86
2759,Male,54,1320789,49
2760,Male,41,584236,48
2761,Female,22,1216323,68
2762,Female,43,541217,43
2763,Male,51,1281319,29
2764,Male,37,627163,47
2765,Male,28,667003,67
2766,Male,35,925749,80
2767,Female,54,992125,16
2768,Male,44,535279,67
2769,Male,30,768693,53
2770,Male,27,1332211,95
2771,Female,42,523325,53
2772,Female,58,997984,22
2773,Male,45,1369555,33
2774,Female,54,1463470,30
2775,Female,26,1278682,81
2776,Female,50,1308138,40
2777,Female,27,1356231,88
2778,Female,47,922898,20
2779,Male,22,1336593,81
2780,Female,30,1062659,87
2781,Male,30,1229327,92
2782,Female,55,953414,21
2783,Male,60,1245159,27
2784,Female,33,545193,56
2785,Female,41,481909,64
2786,Female,47,581796,50
2787,Female,29,693812,78
2788,Female,41,566735,54
2789,Female,38,742015,71
2790,Female,43,554913,44
2791,Female,42,593259,44
2792,Female,27,765695,56
2793,Female,50,557293,49
2794,Male,58,1112605,16
2795,Male,46,792807,53
2796,Male,58,1258419,34
2797,Male,56,944660,22
2798,Female,25,1118008,80
2799,Male,51,1487405,30
2800,Male,52,995379,17
2801,Female,42,752047,42
2802,Female,45,510147,38
2803,Female,31,636724,68
2804,Male,38,831217,58
2805,Male,43,510436,44
2806,Male,57,1360052,38
2807,Male,56,862371,11
2808,Female,28,830864,68
2809,Female,45,599645,43
2810,Female,49,1369966,28
2811,Male,62,913682,21
2812,Female,52,832779,10
2813,Female,46,529808,51
2814,Female,25,1220976,89
2815,Male,55,972233,19
2816,Male,50,343280,50
2817,Male,35,487532,51
2818,Male,56,995614,15
2819,Male,42,264097,47
2820,Female,44,468882,60
2821,Male,54,917122,18
2822,Male,27,864334,81
2823,Female,39,868390,54
2824,Female,43,474052,47
2825,Male,40,474505,41
2826,Female,36,631612,62
2827,Female,55,1494052,32
2828,Female,42,594714,47
2829,Female,47,1373972,35
2830,Female,39,390542,47
2831,Male,39,563594,55
2832,Male,46,560218,58
2833,Male,33,664849,60
2834,Male,26,815964,66
2835,Male,46,407872,48
2836,Male,52,872990,31
2837,Male,63,770962,18
2838,Male,36,866676,82
2839,Male,43,591371,32
2840,Female,27,703122,80
2841,Male,34,823034,74
2842,Male,24,636069,78
2843,Female,47,1436916,45
2844,Male,34,632309,50
2845,Male,50,488747,42
2846,Female,27,699871,75
2847,Female,65,790236,27
2848,Female,28,1186975,82
2849,Male,46,448359,48
2850,Male,25,590875,61
2851,Female,31,749002,69
2852,Male,28,784607,66
2853,Female,40,506952,46
2854,Male,53,1500000,36
2855,Female,21,1165480,82
2856,Female,66,1048378,27
2857,Male,26,1001681,70
2858,Female,27,601289,69
2859,Male,62,765110,18
2860,Male,44,565175,53
2861,Male,55,1246258,31
2862,Male,57,909359,24
2863,Female,26,1248308,72
2864,Female,21,1174927,86
2865,Female,31,856781,69
2866,Female,65,823082,28
2867,Male,29,1327761,100
2868,Male,31,667630,71
2869,Female,34,757404,66
2870,Female,48,843565,29
2871,Male,37,734829,87
2872,Female,40,497371,50
2873,Male,29,770024,74
2874,Male,61,841246,32
2875,Male,34,443750,54
2876,Male,30,704276,80
2877,Male,41,1407189,36
2878,Male,28,747491,58
2879,Male,50,1487888,36
2880,Male,52,1004789,29
2881,Male,38,539471,52
2882,Female,32,762671,61
2883,Male,21,1405074,90
2884,Female,54,877575,19
2885,Male,57,1500000,29
2886,Female,27,1351939,79
2887,Female,52,1286899,42
2888,Male,49,1500000,29
2889,Female,58,1374101,34
2890,Male,43,503054,47
2891,Male,32,1049012,77
2892,Male,42,1331356,41
2893,Male,30,1203304,84
2894,Female,40,607457,55
2895,Female,28,988737,66
2896,Male,35,961679,69
2897,Male,33,322524,44
2898,Female,43,407269,41
2899,Male,44,389442,44
2900,Male,29,762159,65
2901,Female,47,1231496,24
2902,Male,44,620284,45
2903,Male,42,568739,35
2904,Male,30,860679,76
2905,Male,28,1159860,89
2906,Female,51,1477437,47
2907,Female,46,439422,43
2908,Male,27,1284158,92
2909,Female,22,1271777,80
2910,Male,54,1217992,36
2911,Male,62,804642,29
2912,Male,46,1333484,37
2913,Male,58,743131,15
2914,Female,61,1062940,19
2915,Male,56,972306,20
2916,Female,25,1304509,81
2917,Male,31,649209,71
2918,Male,47,1496608,33
2919,Male,46,656016,20
2920,Female,38,489924,33
2921,Female,23,1131387,84
2922,Male,54,833144,30
2923,Female,49,1465708,40
2924,Female,64,853803,15
2925,Male,50,1469032,33
2926,Female,27,1145859,87
2927,Female,29,1239247,88
2928,Male,40,505251,47
2929,Female,32,865671,81
2930,Female,30,706260,80
2931,Male,52,1048280,24
2932,Female,44,525053,52
2933,Female,60,767938,31
2934,Male,32,689337,66
2935,Male,62,855596,25
2936,Male,39,478554,41
2937,Female,51,1394694,26
2938,Female,46,1439986,36
2939,Female,28,1124962,81
2940,Male,59,947272,27
2941,Female,26,715176,66
2942,Male,38,315664,51
2943,Male,38,489989,50
2944,Female,58,1448992,44
2945,Female,38,321319,46
2946,Female,26,712801,82
2947,Male,27,573375,75
2948,Male,54,1447815,42
2949,Female,25,1290297,91
2950,Female,50,1491503,36
2951,Male,49,1401789,45
2952,Female,55,707100,21
2953,Male,41,743546,67
2954,Female,39,372665,45
2955,Female,46,1430616,39
2956,Male,29,788750,78
2957,Female,51,1483608,26
2958,Female,59,960112,14
2959,Female,46,625005,51
2960,Male,29,793119,78
2961,Female,43,535191,40
2962,Male,50,1409035,32
2963,Female,27,1047373,88
2964,Male,27,726998,77
2965,Female,20,999583,80
2966,Male,48,1387234,34
2967,Male,61,709913,30
2968,Female,36,687296,50
2969,Male,45,1297322,39
2970,Male,30,798426,76
2971,Male,57,862544,20
2972,Male,29,1352879,97
2973,Female,28,732596,85
2974,Male,60,945076,21
2975,Male,42,1499070,44
2976,Female,25,1247097,87
2977,Female,22,1133341,93
2978,Male,41,491515,41
2979,Female,41,1331072,23
2980,Female,55,1003423,24
2981,Female,44,444689,46
2982,Male,29,789084,81
2983,Female,35,622103,75
2984,Female,45,433757,34
2985,Male,53,1288826,44
2986,Female,62,831563,21
2987,Female,32,383144,47
2988,Male,20,1223203,95
2989,Male,26,716430,67
2990,Male,58,1496879,42
2991,Female,43,602826,48
2992,Female,25,1141985,87
2993,Male,42,435347,53
2994,Female,28,1084131,78
2995,Female,47,1435858,33
2996,Male,41,642045,41
2997,Male,57,766885,29
2998,Male,55,977146,20
2999,Male,37,439009,55
3000,Female,62,968805,17
